Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Cordinate,Lat,Long,Maps,Image
59,Istana Kepresidenan Tampaksiring,"Istana Tampaksiring adalah istana yang dibangun setelah Indonesia merdeka, yang terletak di Desa Tampaksiring, Kecamatan Tampaksiring, Kabupaten Gianyar, Bali. Istana ini berdiri atas prakarsa Presiden Soekarno yang menginginkan adanya tempat peristirahatan yang hawanya sejuk jauh dari keramaian kota, cocok bagi Presiden Republik Indonesia beserta keluarga maupun bagi tamu-tamu negara.",Budaya,Gianyar,15000,4.7,,"{'lat': -8.4149206, 'lng': 115.3109393}",-8.4149206,115.3109393,https://www.google.com/maps/place/Istana+Kepresidenan+Tampaksiring/data=!4m6!3m5!1s0x2dd218c468af6683:0x76dd0f9d7edc504b!8m2!3d-8.4149206!4d115.3109393!16s%2Fg%2F1226mpww?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/2683/4099709099_20c28bb99c_b.jpg
60,Splash Water Park Bali,"Splash Water Park menampilkan seluncuran air kelas dunia dan aktivitas yang membawa kesenangan ke tingkat yang sama sekali baru! Terletak di Finns Recreation Club, Splash dirancang dengan mempertimbangkan kesenangan Anak-anak dan Dewasa. Tata letak rencana terbuka berarti Orang Tua dapat mengawasi anak-anak dari kenyamanan kursi berjemur mereka, sambil menikmati makanan dan minuman yang disajikan di meja atau kursi berjemur Anda. Splash Water Park memiliki beberapa area fungsi terbuka dan tertutup yang tersedia untuk pemesanan grup. Baik itu pesta anak-anak, kumpul-kumpul keluarga, atau membangun tim dengan rekan kerja, area fungsi dengan seluncuran air di sekitarnya ini akan menjadi hari yang menyenangkan!",Hobi,Badung,300000,4.1,,"{'lat': -8.6625577, 'lng': 115.147928}",-8.6625577,115.147928,https://www.google.com/maps/place/Splash+Water+Park+Bali/data=!4m6!3m5!1s0x2dd24779f0158265:0x5dc13a1cd94c2578!8m2!3d-8.6625577!4d115.147928!16s%2Fg%2F11b6c9_5dk?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/3916/14660023584_a802aa3391_z.jpg
61,Circus Waterpark Kuta,"Circus Waterpark Bali masuk dalam waterpark terbaik di Asia. Tentunya bukan tanpa alasan, karena memang baik dari segi tatanan tempat, wahana hingga fasilitasnya sangat lengkap dan bagus. Sehingga tak heran, jika tempat wisata di Bali ini sering mendapatkan penghargaan. Ya, bukan hanya diakui sebagai waterpark terbaik di Asia pada tahun 2014, namun juga mendapatkan penghargaan dari TripAdvisor sebagai juara Excellence Service Award di tahun 2013.  Bahkan terakhir Circus Waterpark Kuta ini juga mendapatkan penghargaan Gold Certifikat dari THK, yang merupakan organisasi lingkungan hidup.",Hobi,Badung,100000,4,,"{'lat': -8.7372882, 'lng': 115.1752124}",-8.7372882,115.1752124,https://www.google.com/maps/place/Circus+Waterpark+Kuta/data=!4m6!3m5!1s0x2dd2441cfb06f989:0xcb9420bd2c3169da!8m2!3d-8.7372882!4d115.1752124!16s%2Fg%2F1q6csq6fd?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/6060/6341217094_181483acac_k.jpg
62,Bale Kulkul Bali,"Disini Anda dapat melakukan aktivitas seperti menonton Tari Barong, dan berfoto menggunakan adat Bali dengan pemandangan yang indah. Nuansa Bali disini sangat terasa, untuk Anda yang suka berfoto ria, lokasi ini sangatlah tepat untuk Anda. Selain itu, datang ke Bale Kulkul Bali sangat cocok untuk liburan bersama keluarga, sahabat, ataupun pasangan Anda.",Budaya,Gianyar,100000,4.4,,"{'lat': -8.603031, 'lng': 115.6173015}",-8.603031,115.6173015,"https://www.google.com/maps/place/Bale+Kulkul+Bali/@-8.4831606,115.6173015,17z/data=!4m5!3m4!1s0x2dd23e4df6a96123:0x175c9b4878f8d841!8m2!3d-8.603031!4d115.2485821?authuser=0&hl=en",https://live.staticflickr.com/65535/49878512331_035546a252_5k.jpg
63,Kintamani Lookout,"Kintamani Lookout adalah salah satu objek wisata paling populer dan favorit di timur laut Bali yang merupakan rumah bagi alam yang mempesona dan enam desa kuno bersama dengan daya tarik utamanya, Danau Batur yang memukau bertengger di samping gunung berapi aktif. Desa Penelokan, Toya Bungkah, Batur, Kedisan, Abung, Songan dan Kintamani melambangkan keindahan abadi, karena mereka mengelilingi kuali danau.",Alam,Bangli,30000,4.6,,"{'lat': -8.2827344, 'lng': 115.364313}",-8.2827344,115.364313,https://www.google.com/maps/place/Kintamani+Lookout/data=!4m6!3m5!1s0x2dd1f5ce644aae19:0xf49f1e2053dfc7d9!8m2!3d-8.2827344!4d115.364313!16s%2Fg%2F11c1nq65qk?authuser=0&hl=en&rclk=1,https://images.unsplash.com/photo-1621412982763-d75f7546cd38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1925&q=80
64,Taman Nasional Bali Barat,"Taman Nasional Bali Barat terletak di bagian barat dari pulau Bali di Indonesia. Taman nasional ini mempunyai luas 19.002,89 Ha yang terdiri dari kawasan terestrial seluas 15.587,89 ha. dan kawasan perairan selaus 3.415 ha dan sebagai salah satu kawasan kawasan konservasi. Taman Nasional Bali Barat terdiri dari berbagai habitat hutan dan sabana. Di tengah-tengah taman ini didominasi oleh sisa-sisa empat gunung berapi dari zaman Pleistocene, dengan gunung Patas sebagai titik tertinggi di tempat ini.",Alam,Buleleng,2500,4.5,,"{'lat': -8.1276061, 'lng': 114.4731514}",-8.1276061,114.4731514,"https://www.google.com/maps/place/West+Bali+National+Park/@-8.1276061,114.4731514,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd143657d50a467:0xc6efbc99a654d0b2!8m2!3d-8.1276114!4d114.4753401?authuser=0&hl=en",https://live.staticflickr.com/65535/51123899915_e1c528d135_k.jpg
65,Pantai Blue Lagoon,"Blue Lagoon Beach adalah pantai yang bagus untuk snorkeling. Terumbu karang berada tepat di atas pantai dan sangat cantik. Cara terbaik adalah masuk ke sisi paling kiri, dimana ada kanal terumbu karang yang mengarah ke titik snorkling. Terdapat titik snorkeling yang bagus di teluk, meski snorkeling di Blue Lagoon atau White Sand Beach jauh lebih baik.",Alam,Karangasem,0,4.2,,"{'lat': -8.5297981, 'lng': 115.5133042}",-8.5297981,115.5133042,https://www.google.com/maps/place/Blue+Lagoon+Beach/data=!4m6!3m5!1s0x2dd20e6867d42f83:0x58759aeb2029403c!8m2!3d-8.5297981!4d115.5133042!16s%2Fg%2F1tlwhyxx?authuser=0&hl=en&rclk=1,https://images.unsplash.com/photo-1541233055021-849443736842?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774&q=80
66,Pura Agung Jagatnatha,"Pura Agung Jagatnatha adalah pura Bali yang indah yang terletak di jantung kota Denpasar. Ini adalah kuil terbesar di ibu kota pulau dan merupakan landmark ikonik. Pura ini dibangun di wilayah timur taman yang rimbun di Lapangan Puputan Badung. Sebagai pura umum, tidak jarang pengunjung dan penduduk lokal dari semua lapisan masyarakat berkumpul di pura untuk beribadah. Tidak seperti pura lain yang diberi nama sesuai lokasinya, Pura Agung Jagatnatha tidak dinamai Denpasar. Sifat lain yang membuatnya unik adalah kenyataan bahwa ia tidak memiliki staf untuk memeliharanya. Sebaliknya, pura dikelola oleh tim relawan reguler yang juga beribadah di pura",Budaya,Denpasar,0,4.7,,"{'lat': -8.6565619, 'lng': 115.216629}",-8.6565619,115.216629,"https://www.google.com/maps/place/Agung+Jagatnatha+Temple/@-8.6565619,115.216629,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd2409bd9b22e93:0xd1ab0166f1f4f930!8m2!3d-8.6565672!4d115.2188177?authuser=0&hl=en",https://live.staticflickr.com/5183/5782330470_0c73cd2d96_4k.jpg
67,Pandora Experience,"Pandora Experience adalah Ultimate Escape Game Adventure di Kuta, Bali dimana pemain akan memasuki setiap escape room dalam kelompok yang terdiri dari 2-10 orang. Sepanjang perjalanan yang mendebarkan, Anda akan menemukan misteri, lorong rahasia, ruang tersembunyi, dan teka-teki yang menantang. Tim Anda memiliki waktu 120 menit di dalam ruang pelarian kami di mana semua indra Anda akan diuji hingga batasnya! Jadilah bagian dari kisah epik yang terbentang di sekitar Anda dan buat petualangan ruang pelarian Anda sendiri bersama teman dan keluarga! Tantangannya aktif!",,Badung,225000,4.7,,"{'lat': -8.7065008, 'lng': 115.1734905}",-8.7065008,115.1734905,"https://www.google.com/maps/place/Pandora+Experience+Escape+Room+Bali/@-8.7065008,115.1734905,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd246cf7ab2527b:0xe0db0a862b86eea8!8m2!3d-8.7065061!4d115.1779752?authuser=0&hl=en",https://media-cdn.tripadvisor.com/media/photo-s/0d/aa/27/80/great-place-to-have-an.jpg
68,Museum Pasifika,"Museum Pasifika (Nusa Dua Bali) adalah museum seni di Bali, Indonesia yang menyajikan kebudayaan Asia dan Pasifik dan berbagai macam artefak budaya. Museum ini didirikan pada tahun 2006 oleh Moetaryanto P and Philippe Augier. Museum ini banyak menyimpan banyak barang-barang yang berhubungan dengan seni dimana terdapat lebih dari 600 kesenian oleh 200 seniman dari 25 negara. Maka dari itu di dalam museum ini banyak dijumpai galeri-galeri dengan berbagai kategori.",,Badung,70000,4.4,,"{'lat': -8.8001117, 'lng': 115.2307077}",-8.8001117,115.2307077,https://www.google.com/maps/place/Museum+Pasifika+Bali/data=!4m6!3m5!1s0x2dd241bee15fb345:0x36c6dce41ae717e7!8m2!3d-8.8001117!4d115.2307077!16s%2Fm%2F0gk_1dh?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/2746/4315745384_7f7ebc99e3_c.jpg
69,Werdhi Budaya Art Centre,"Werdhi Budaya Art Centre adalah salah satu pusat acara budaya yang paling dikenal di Bali, dan tujuannya adalah untuk melestarikan dan memamerkan kekayaan seni dan budaya Bali. Arsitektur pusat ini mencerminkan kuil-kuil tradisional dan Istana Kerajaan, dan dikombinasikan dengan taman-taman indah yang mengelilingi pusat, hasilnya luar biasa. Pusat seni ini diresmikan pada tahun 1976, dan setiap tahun dari bulan Juni hingga Juli, tempat ini menjadi tuan rumah Festival Kesenian Bali yang sangat populer yang menyajikan pilihan pertunjukan tradisional Bali.",Budaya,Denpasar,0,4.6,,"{'lat': -8.6556215, 'lng': 115.2338714}",-8.6556215,115.2338714,https://www.google.com/maps/place/Werdhi+Budaya+Art+Centre/data=!4m6!3m5!1s0x2dd2408774ac0e19:0xee8eace99d65c91e!8m2!3d-8.6556215!4d115.2338714!16s%2Fg%2F11h84jtrpx?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/2612/4087320292_b7d9963900_k.jpg
70,Krisna Funtastic Land,"Krisna Funtastic Land memiliki berbagai macam wahana menarik yaitu seperti Wahana Singaraja Flyer merupakan salah satu wahana yang sangat di minati dan sangat menegangkan karena  memiliki ketinggian 30 meter, tidak kalah juga dengan Wahana Star tour/Sepeda udara merupakan wahana yang sangat di minati bagi remaja masa kini, karena bisa berkeliling melihat semua area wahana dari atas dan memiliki nuansa romantic, Wahana Clasic Train/Kereta mini adalah salah satu wahana yang memiliki daya tarik seperti naik kereta sungguhan dan memanjakan anak-anak untuk bisa melihat/mengelilingi area wahana, dan masih ada banyak wahana lainnya seperti Playground, Carousel, Krisna Air, Roda Gila, Dragon Coaster, Self Control Plane, Perahu Dayu, Boom-Boom Cars, Lampion Castle, Viking, Air Borne Shot, 5 D Cinema, Flying Cakra, dan Arena Ketangkasan. ",Edukasi,Buleleng,5000,4.3,,"{'lat': -8.1790103, 'lng': 114.994318}",-8.1790103,114.994318,https://www.google.com/maps/place/Krisna+Funtasticland/data=!4m6!3m5!1s0x2dd18354c1674f11:0xeab10ee4e8cf7f1a!8m2!3d-8.1790103!4d114.994318!16s%2Fg%2F11c20swxtm?authuser=0&hl=en&rclk=1,https://dispar.bulelengkab.go.id/public/uploads/konten/krisna-fantastic-land-46.jpg
71,Pura Masceti,"Pura Masceti adalah salah satu dari sembilan pura Bali dan seharusnya menjaga pulau dari roh laut yang jahat. Kuil ini terletak di pantai suci Masceti di pantai timur pulau itu. Ini adalah kuil yang kurang dikenal dan jarang dikunjungi turis. Kami tidak yakin apakah ini karena candi ini tidak semenakjubkan candi pengarah lainnya, atau karena legenda Wisnu dan Laksmi yang dicintainya telah menakuti para pelancong.",Budaya,Badung,0,4.7,,"{'lat': -8.6818564, 'lng': 115.1524455}",-8.6818564,115.1524455,https://www.google.com/maps/place/Masceti+Temple/data=!4m6!3m5!1s0x2dd240ad68b5bf41:0x49427bae9d3471b2!8m2!3d-8.6818564!4d115.1524455!16s%2Fg%2F1pzqhth8v?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/7016/6595292665_69f65ea707_c.jpg
72,Lovina Dolphin Statue,"Ingin menikmati rekreasi petualangan alam laut dan menyaksikan atraksi hewan mamalia laut dengan berbagai kelincahannya di alam bebas maka hewan lumba-lumba di perairan pantai Lovina di Kabupaten Buleleng ini menjadi tujuan tour anda berikutnya. Kawasan pariwisata Bali Utara bisa menjadi alternatif tujuan tour anda di pulau Bali berikutnya, kami sediakan tiket dolphin Lovina, yang menawarkan wisata petualangan baru bagi anda, menonton dan menyaksikan atraksi mereka di lautan lepas.",Alam,Buleleng,180000,4.4,,"{'lat': -8.1611801, 'lng': 115.0244562}",-8.1611801,115.0244562,https://www.google.com/maps/place/Lovina+Dolphin+Statue/data=!4m6!3m5!1s0x2dd19b3fa013ea43:0xf44f0f52932941fa!8m2!3d-8.1611801!4d115.0244562!16s%2Fg%2F11b6f6mg17?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/2949/33547319590_0c3e115f4e_h.jpg
73,Pura Luhur Batukaru,"Pura Luhur Batukaru adalah sebuah pura Hindu di Tabanan , Bali , Indonesia . Terletak di lereng selatan Gunung Batukaru , gunung berapi tertinggi kedua di Bali, pura ini adalah salah satu dari sembilan kayangan jagat (kuil pengarah) yang dimaksudkan untuk melindungi Bali dari roh jahat. Awalnya dibangun pada abad ke-11, Pura Luhur Batukaru didedikasikan untuk leluhur raja- raja Tabanan. Itu dihancurkan pada tahun 1604, tetapi dibangun kembali pada tahun 1959. Kuil terpenting di kuil ini adalah meru 7 tingkat yang didedikasikan untuk Mahadewa, Dewa Gunung Batukaru.",Budaya,Tabanan,15000,4.8,,"{'lat': -8.3720075, 'lng': 115.1025803}",-8.3720075,115.1025803,https://www.google.com/maps/place/Pura+Luhur+Batukaru/data=!4m6!3m5!1s0x2dd240a56f674049:0xce1977e67dd5fb85!8m2!3d-8.3720075!4d115.1025803!16s%2Fm%2F0k0kbdx?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/1509/24322282445_d998bfbfce_h.jpg
74,Bukit Asah,"Bukit Asah Bali merupakan sebuah bukit yang berhadapan dengan laut lepas menyimpan sejuta keindahan. Area Bukit Asah sangat indah dengan beberapa pemandangan anda bisa lihat seperti pantai Bias Putih, Tebing bukit Panggian yang juram, pulau Kuan di depan Bukit Asah dan terasiring bukit. Kemah di Bukit Asah akan menjadikan anda dan keluarga anda lebih dekat dengan alam dan menjadikan pikiran menjadi lebih fresh kembali setelah bergelut dengan kesibukan sehari hari.",Alam,Karangasem,10000,4.5,,"{'lat': -8.5056052, 'lng': 115.612146}",-8.5056052,115.612146,https://www.google.com/maps/place/Bukit+Asah+Bali+-+Tempat+Camping+di+Bali/data=!4m6!3m5!1s0x2dd209016bfe6b45:0x2bcb4b0b635f7df7!8m2!3d-8.5056052!4d115.612146!16s%2Fg%2F11c70bjy3d?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/8231/28327663516_8491f5c5e4_k.jpg
75,Museum Subak,"Museum Subak adalah museum yang menyajikan informasi yang berkaitan dengan sistem irigasi (pengairan) sawah tradisional Bali Subak. Museum ini terletak di Kota Tabanan, Provinsi Bali. Museum ini merupakan museum khusus tentang sistem pertanian di Bali berciri khas kemandirian atas landasan kekal “Tri Hita Krana”, konsep keseimbangan dari tiga penyebab kebahagiaan (Tuhan, manusia dan alam).",Budaya,Tabanan,10000,4.2,,"{'lat': -8.5453051, 'lng': 115.1380888}",-8.5453051,115.1380888,https://www.google.com/maps/place/Subak+Museum/data=!4m6!3m5!1s0x2dd23a52875eff3f:0x85e1a14c34a27a3b!8m2!3d-8.5453051!4d115.1380888!16s%2Fg%2F11c52rkgb8?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/65535/49964627403_3a6d358f31_c.jpg
76,OKA Agriculture,"Tempat yang bagus untuk para pecinta kopi. Anda akan mendapatkan gratis 14 minuman penguji (kopi, teh, dll), dan saya memesan secangkir kopi luwak di sini seharga 50 ribu rupiah. Sayang sekali saat itu berkabut dan hujan ketika saya datang ke sini.",Hobi,Gianyar,0,4.4,,"{'lat': -8.3814355, 'lng': 115.3358734}",-8.3814355,115.3358734,https://www.google.com/maps/place/OKA+Agriculture+Bali/data=!4m6!3m5!1s0x2dd21ede610cf647:0x33ea242543dc2663!8m2!3d-8.3814355!4d115.3358734!16s%2Fg%2F11cjghmjq_?authuser=0&hl=en&rclk=1,https://media-cdn.tripadvisor.com/media/photo-s/18/0f/b4/d5/20190619-090220-largejpg.jpg
77,Pura Samuan Tiga,"Pura ini memang memiliki latar belakang sejarah yang sangat penting akanan tatanan kehidupan masyarakat Bali sampai sekarang ini. Selain dengan latar belakang sejarah berdirinya Pura Samuan Tiga yang menjadi bagian penting akan perkembangan kepercayaan beragama bagi umat Hindu di Bali, pura Samuan Tiga juga merupakan peninggalan bersejarah masa lampau yang mana sebelum dikenal sebagai Pura Samuan Tiga, pura ini sudah berdiri dan dinamakan Pura Gunung Goak dan bahkan ada yang menyebutnya sebagai Pura Batan Bawah.",Budaya,Gianyar,10000,4.7,,"{'lat': -8.523841, 'lng': 115.294948}",-8.523841,115.294948,https://www.google.com/maps/place/Pura+Samuan+Tiga/data=!4m6!3m5!1s0x2dd2162d50139615:0xf2d2078f913edfcd!8m2!3d-8.523841!4d115.294948!16s%2Fg%2F1pzqvlwn_?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/2058/5769081223_75545b1e97_h.jpg
78,Bedugul,"Bedugul adalah kawasan resor danau pegunungan di Bali , Indonesia , terletak di wilayah tengah-utara pulau dekat Danau Bratan di jalan antara Denpasar dan Singaraja , kawasan ini meliputi desa Bedugul itu sendiri, Candikuning , Pancasari , Pacung dan Wanagiri antara lain. Sawah Terasering Jati Luwih, Bedugul, Bali.",Alam,Tabanan,30000,4.8,,"{'lat': -8.2820064, 'lng': 115.1652541}",-8.2820064,115.1652541,https://www.google.com/maps/place/Bedugul/data=!4m6!3m5!1s0x2dd189733eb730a3:0xf9e3caa4b52d5d14!8m2!3d-8.2820064!4d115.1652541!16s%2Fm%2F05f3xks?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/3379/3420958962_bc702269d1_b.jpg
79,Pura Gunung Lebah,"Pura Gunung Lebah berjarak 1,5 Km dari pasar Ubud ke barat. Berada di lembah yang menyatu di sungai Cerik dan sungai Wos yang berhadapan dengan Tjampihan. Gunung Lebah berarti ""bukit lebah"" dalam bahasa Indonesia. Kuil ini sangat sunyi. Pura Gunung Lebah merupakan pura yang menjadi tempat lahirnya Ubud dengan sejarah.",Budaya,Gianyar,0,4.4,,"{'lat': -8.5040282, 'lng': 115.2546199}",-8.5040282,115.2546199,https://www.google.com/maps/place/Pura+Gunung+Lebah/data=!4m6!3m5!1s0x2dd23d3e0ac72a05:0x979a345a4910105c!8m2!3d-8.5040282!4d115.2546199!16s%2Fg%2F12hqs2lml?authuser=0&hl=en&rclk=1,https://live.staticflickr.com/7892/32646575657_20fe836540_b.jpg
80,Bunut Bolong,"Bunut Bolong adalah pohon bunut raksasa di desa Manggisari di Jembrana, Bali Barat. Pohon bunut raksasa yang berusia sangat tua ini adalah landmark alam yang disucikan oleh penduduk setempat. Mereka percaya pohon itu sudah berusia berabad-abad. Kata ""Bunut"" adalah kata Bali untuk jenis pohon tertentu yang memiliki karakteristik yang mirip dengan beringin, dan kata ""Bolong"" berarti ""lubang"", dengan demikian kata ""Bunut Bolong"" berarti pohon Bunut yang memiliki lubang di dalamnya.",Alam,Jembrana,0,4.5,,"{'lat': -8.3863726, 'lng': 114.8715205}",-8.3863726,114.8715205,"https://www.google.com/maps/place/Bunut+Bolong/@-8.3863726,114.8715205,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd3d53a102c0ce5:0xd9ce15bece2d822c!8m2!3d-8.3863779!4d114.8737092?authuser=0&hl=en",https://live.staticflickr.com/2505/13096280834_3f53b815e1_b.jpg
81,Kebun Binatang Bali,"Sepanjang hari, ada berbagai acara yang dapat Anda ikuti, termasuk waktu makan interaktif. Berbagai kegiatan juga tersedia, seperti Night at the Zoo untuk melihat tingkah laku satwa setelah matahari terbenam. Kebun binatang ini juga berfungsi sebagai situs konservasi untuk berbagai spesies, jadi Anda dapat yakin bahwa semua hewan yang tinggal di sini segembira mungkin!",Alam,Gianyar,100000,4.4,,"{'lat': -8.5904024, 'lng': 115.2642919}",-8.5904024,115.2642919,"https://www.google.com/maps/place/Bali+Zoo/@-8.5904024,115.2642919,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd23e3e4361eea5:0x3bf4eb36bfd7c6be!8m2!3d-8.5904077!4d115.2664806?authuser=0&hl=en",https://live.staticflickr.com/3671/19281329469_b085a41651_h.jpg
82,Air Terjun Kanto Lampo,"Air Terjun Kanto Lampo . Ini adalah permata tersembunyi di Bali di mana Anda dapat berendam di air murni, dan berfoto di atas batu karang yang terkenal. Tersembunyi jauh di dalam hutan wilayah Gianyar, Air Terjun Kanto Lampo bisa menjadi pemandangan yang bagus untuk dijelajahi.",Alam,Gianyar,20000,4.7,,"{'lat': -8.5321414, 'lng': 115.329035}",-8.5321414,115.329035,"https://www.google.com/maps/place/Kanto+Lampo+Waterfall/@-8.5321414,115.329035,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd217ff9adc01a1:0xea08b2e84ad7ab23!8m2!3d-8.5321467!4d115.3312231?authuser=0&hl=en",https://www.gotravelly.com/blog/wp-content/uploads/2018/07/kanto-lampo-1200x900.jpg
83,Air Terjun Leke Leke,"Air Terjun Leke Leke adalah tempat wisata di Bali mengenai objek wisata air terjun yang terletak di Desa Antapan, Kecamatan Baturiti, Kabupaten Tabanan. Objek wisata air terjun ini sangat populer di kalangan wisatawan karena menawarkan pemandangan indah yang tiada tara, banyak wisatawan berduyun-duyun ke tempat ini untuk melepas penat dari stress di perkotaan atau sekedar ingin menikmati sensasi yang berbeda dalam liburan mereka di pulau Bali.",Alam,Tabanan,25000,4.5,,"{'lat': -8.3643441, 'lng': 115.1951144}",-8.3643441,115.1951144,"https://www.google.com/maps/place/Leke+Leke+Waterfall/@-8.3643441,115.1951144,17z/data=!3m1!4b1!4m5!3m4!1s0x2dd220d6da4ff65d:0x7b898588ca3ea351!8m2!3d-8.3643494!4d115.1973031?authuser=0&hl=en",https://live.staticflickr.com/65535/46918685925_3c21593f75_h.jpg
84,Bukit Jambul,"Bukit Jambul Karangasem menjadi satu lagi tempat menarik yang bisa dijumpai di Kabupaten Karangasem, Bali. Di tempat ini, para wisatawan akan bisa menyaksikan pemandangan alam Karangasem yang masih hijau dan alami. Keberadaan Bukit Jambul ini semakin menahbiskan Pulau Dewata Bali sebagai provinsi yang memiliki kebijakan wisata ramah lingkungan.",Alam,Karangasem,0,4.5,,"{'lat': -8.4801912, 'lng': 115.3625661}",-8.4801912,115.3625661,"https://www.google.com/maps/place/Bukit+Jambul/@-8.4801912,115.3625661,13z/data=!3m1!4b1!4m5!3m4!1s0x2dd210a15caff747:0xa6f1a9d73f50b716!8m2!3d-8.4802778!4d115.3975?authuser=0&hl=en",https://live.staticflickr.com/8652/16247693801_2e772461a9.jpg
85,Candidasa,Kawasan wisata Candi Dasa Karangasem adalah kawasan resort yang mirip dengan kawasan objek wisata Sanur. Umumnya wisatawan yang berlibur ke Candi Dasa Karangasem karena ingin menikmati suasana yang berbeda dari kawasan pariwisata yang berada di Bali selatan.,Alam,Karangasem,0,4.3,,"{'lat': -8.5099857, 'lng': 115.5509602}",-8.5099857,115.5509602,"https://www.google.com/maps/place/Candidasa+Beach/@-8.5099857,115.5509602,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd2092cb3cd7f25:0x871e3813fed35ad5!8m2!3d-8.5099736!4d115.5685065?authuser=0&hl=en",https://balistarisland.com/wp-content/uploads/2016/02/candidasabeach6.jpg
86,Tulamben,"Bagi anda menyukai aktivitas menyelam atau snorkeling (berenang di atas permukaan air laut) maka nama Desa Tulamben tidak akan asing buat anda. Desa Tulamben sebagai salah satu tempat pariwisata di Bali, memiliki keunikan tersendiri untuk tempat rekreasi air di pulau Bali. Keunikan desa Tulamben terdapat pada kapal Liberty jenis USAT (US Army Transport) yang karam pada tahun 1942. Kapal USAT Liberty karam karena ditorpedo oleh kapal selam Jepang pada perang dunia ke-2.",Hobi,Karangasem,500000,4.7,,"{'lat': -8.2741594, 'lng': 115.5755705}",-8.2741594,115.5755705,"https://www.google.com/maps/place/Tulamben+US+Liberty+Wreck+Ship/@-8.2741594,115.5755705,14z/data=!4m5!3m4!1s0x2dd1ff1609f90d39:0x7c42693d22efc668!8m2!3d-8.2742022!4d115.5930373?authuser=0&hl=en",https://live.staticflickr.com/4190/34325634022_041972b4c3_4k.jpg
87,Amed Beach,"Pemandangan pantai di Amed sangat fantastis, terutama di pagi hari saat matahari terbit. Maka itu, Pantai Amed Karangasem Bali adalah tempat yang sangat baik untuk Anda kunjungi, jika Anda mencari tempat liburan yang tenang dan jauh dari keramaian.",Alam,Karangasem,0,4.6,,"{'lat': -8.3353526, 'lng': 115.6161036}",-8.3353526,115.6161036,"https://www.google.com/maps/place/Amed+Beach/@-8.3353526,115.6161036,13z/data=!4m5!3m4!1s0x2dd2007d2b57f8e1:0x9178b79de46df737!8m2!3d-8.3354249!4d115.6576354?authuser=0&hl=en",https://live.staticflickr.com/3625/5845568225_56f954bfb6_b.jpg
88,Tenganan,"Keunikan desa Tenganan Karangasem sebagai daya tarik wisata terdapat pada bangunan penduduk yang masih traditional, tenunan kain gringsing, serta acara perang pandan.",Budaya,Karangasem,10000,4.4,,"{'lat': -8.4767897, 'lng': 115.5491259}",-8.4767897,115.5491259,"https://www.google.com/maps/place/Tenganan+Pegeringsingan+Village/@-8.4767897,115.5491259,14z/data=!3m1!4b1!4m5!3m4!1s0x2dd20f5255555555:0x7cef2106aaef2da3!8m2!3d-8.4768604!4d115.5665902?authuser=0&hl=en",https://live.staticflickr.com/3461/3820322880_e7d51bd5ae_k.jpg
89,Labuan Amuk,"Tujuan utama dari sebagian besar wisatawan saat mengunjungi pantai Amuk Bay di Karangasem adalah untuk menikmati keindahan panorama alam bawah laut yang masih alami. Ada banyak cara yang wisatawan gunakan untuk dapat menikmati keindahan alam bawah laut Amuk Bay, seperti melakukan aktivitas diving, snorkeling bahkan melakukan aktivitas wisata kapal selam.",Hobi,Karangasem,15000,4.4,,"{'lat': -8.4763824, 'lng': 115.4268468}",-8.4763824,115.4268468,"https://www.google.com/maps/place/Pelabuhan+Amuk/@-8.4763824,115.4268468,11z/data=!4m9!1m2!2m1!1spantai+amuk!3m5!1s0x2dd20e4f912f4f93:0x8fb674b95044d2c6!8m2!3d-8.5176924!4d115.5068814!15sCgtwYW50YWkgYW11a1oNIgtwYW50YWkgYW11a5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNMGJFOUhURVYzRUFF?authuser=0&hl=en",https://live.staticflickr.com/7403/9477038107_9ae0d9f967_c.jpg
